chr	start	end	ENSG	transcript	regionType
chr14	77286823	77288761	ENSG00000009830	ENST00000261534.9	intron
chr14	77288832	77291313	ENSG00000009830	ENST00000261534.9	intron
chr14	77291381	77296163	ENSG00000009830	ENST00000261534.9	intron
chr14	77296274	77298688	ENSG00000009830	ENST00000261534.9	intron
chr14	77298772	77299454	ENSG00000009830	ENST00000261534.9	intron
chr14	77299562	77301089	ENSG00000009830	ENST00000261534.9	intron
chr14	77301250	77302834	ENSG00000009830	ENST00000261534.9	intron
chr14	77302944	77304691	ENSG00000009830	ENST00000261534.9	intron
chr14	77304801	77306336	ENSG00000009830	ENST00000261534.9	intron
chr14	77306442	77311948	ENSG00000009830	ENST00000261534.9	intron
chr14	77312034	77320433	ENSG00000009830	ENST00000261534.9	intron
chr14	77320884	77321083	ENSG00000009830	ENST00000261534.9	CorePromoter
chr14	77321084	77325883	ENSG00000009830	ENST00000261534.9	ExtendedPromoter
chr7	107924088	107924229	ENSG00000091136	ENST00000222399.11	intron
chr7	107924390	107926182	ENSG00000091136	ENST00000222399.11	intron
chr7	107926360	107929063	ENSG00000091136	ENST00000222399.11	intron
chr7	107929206	107929411	ENSG00000091136	ENST00000222399.11	intron
chr7	107929620	107931355	ENSG00000091136	ENST00000222399.11	intron
chr7	107931501	107932173	ENSG00000091136	ENST00000222399.11	intron
chr7	107932378	107935414	ENSG00000091136	ENST00000222399.11	intron
chr7	107935657	107937092	ENSG00000091136	ENST00000222399.11	intron
chr7	107937278	107939988	ENSG00000091136	ENST00000222399.11	intron
chr7	107940359	107951225	ENSG00000091136	ENST00000222399.11	intron
chr7	107951323	107952008	ENSG00000091136	ENST00000222399.11	intron
chr7	107952224	107953529	ENSG00000091136	ENST00000222399.11	intron
chr7	107953755	107955466	ENSG00000091136	ENST00000222399.11	intron
chr7	107955631	107959248	ENSG00000091136	ENST00000222399.11	intron
chr7	107959481	107959690	ENSG00000091136	ENST00000222399.11	intron
chr7	107959835	107960444	ENSG00000091136	ENST00000222399.11	intron
chr7	107960650	107961205	ENSG00000091136	ENST00000222399.11	intron
chr7	107961330	107961548	ENSG00000091136	ENST00000222399.11	intron
chr7	107961677	107962904	ENSG00000091136	ENST00000222399.11	intron
chr7	107963064	107964551	ENSG00000091136	ENST00000222399.11	intron
chr7	107964688	107972991	ENSG00000091136	ENST00000222399.11	intron
chr7	107973072	107974985	ENSG00000091136	ENST00000222399.11	intron
chr7	107975099	107975233	ENSG00000091136	ENST00000222399.11	intron
chr7	107975414	107975688	ENSG00000091136	ENST00000222399.11	intron
chr7	107975878	107978046	ENSG00000091136	ENST00000222399.11	intron
chr7	107978168	107980608	ENSG00000091136	ENST00000222399.11	intron
chr7	107980812	107986021	ENSG00000091136	ENST00000222399.11	intron
chr7	107986086	107986174	ENSG00000091136	ENST00000222399.11	intron
chr7	107986364	107994886	ENSG00000091136	ENST00000222399.11	intron
chr7	107994961	107998356	ENSG00000091136	ENST00000222399.11	intron
chr7	107998493	108001557	ENSG00000091136	ENST00000222399.11	intron
chr7	108001734	108002848	ENSG00000091136	ENST00000222399.11	intron
chr7	108002972	108003110	ENSG00000091136	ENST00000222399.11	5primeUTRIntron
chr7	108003162	108003361	ENSG00000091136	ENST00000222399.11	CorePromoter
chr7	108003362	108008161	ENSG00000091136	ENST00000222399.11	ExtendedPromoter
chr2	3595169	3604314	ENSG00000118004	ENST00000349077.9	5primeUTRIntron
chr2	3604471	3613310	ENSG00000118004	ENST00000349077.9	Intron
chr2	3613383	3637532	ENSG00000118004	ENST00000349077.9	Intron
chr2	3637605	3640277	ENSG00000118004	ENST00000349077.9	Intron
chr2	3640332	3643443	ENSG00000118004	ENST00000349077.9	Intron
chr2	3643540	3643726	ENSG00000118004	ENST00000349077.9	Intron
chr2	3594912	3595111	ENSG00000118004	ENST00000349077.9	CorePromoter
chr2	3590112	3594911	ENSG00000118004	ENST00000349077.9	ExtendedPromoter
chr19	7522782	7524960	ENSG00000090674	ENST00000264079.11	Intron
chr19	7525167	7526438	ENSG00000090674	ENST00000264079.11	Intron
chr19	7526607	7526760	ENSG00000090674	ENST00000264079.11	Intron
chr19	7526927	7527519	ENSG00000090674	ENST00000264079.11	Intron
chr19	7527629	7527863	ENSG00000090674	ENST00000264079.11	Intron
chr19	7527961	7528157	ENSG00000090674	ENST00000264079.11	Intron
chr19	7528258	7528596	ENSG00000090674	ENST00000264079.11	Intron
chr19	7528704	7528820	ENSG00000090674	ENST00000264079.11	Intron
chr19	7528971	7529100	ENSG00000090674	ENST00000264079.11	Intron
chr19	7529203	7529589	ENSG00000090674	ENST00000264079.11	Intron
chr19	7529713	7530285	ENSG00000090674	ENST00000264079.11	Intron
chr19	7530502	7533522	ENSG00000090674	ENST00000264079.11	Intron
chr19	7533654	7533758	ENSG00000090674	ENST00000264079.11	Intron
chr19	7522424	7522623	ENSG00000090674	ENST00000264079.11	CorePromoter
chr19	7517624	7522423	ENSG00000090674	ENST00000264079.11	ExtendedPromoter
chr6	128883358	129049917	ENSG00000196569	ENST00000421865.3	Intron
chr6	129050089	129059783	ENSG00000196569	ENST00000421865.3	Intron
chr6	129059897	129098172	ENSG00000196569	ENST00000421865.3	Intron
chr6	129098416	129143900	ENSG00000196569	ENST00000421865.3	Intron
chr6	129144081	129146958	ENSG00000196569	ENST00000421865.3	Intron
chr6	129147049	129148978	ENSG00000196569	ENST00000421865.3	Intron
chr6	129149097	129154504	ENSG00000196569	ENST00000421865.3	Intron
chr6	129154684	129165575	ENSG00000196569	ENST00000421865.3	Intron
chr6	129165676	129177705	ENSG00000196569	ENST00000421865.3	Intron
chr6	129177867	129190204	ENSG00000196569	ENST00000421865.3	Intron
chr6	129190346	129192679	ENSG00000196569	ENST00000421865.3	Intron
chr6	129192854	129250111	ENSG00000196569	ENST00000421865.3	Intron
chr6	129250214	129252083	ENSG00000196569	ENST00000421865.3	Intron
chr6	129252296	129260710	ENSG00000196569	ENST00000421865.3	Intron
chr6	129260823	129267105	ENSG00000196569	ENST00000421865.3	Intron
chr6	129267220	129270623	ENSG00000196569	ENST00000421865.3	Intron
chr6	129270752	129280060	ENSG00000196569	ENST00000421865.3	Intron
chr6	129280148	129287846	ENSG00000196569	ENST00000421865.3	Intron
chr6	129288059	129291613	ENSG00000196569	ENST00000421865.3	Intron
chr6	129291721	129297684	ENSG00000196569	ENST00000421865.3	Intron
chr6	129297866	129300735	ENSG00000196569	ENST00000421865.3	Intron
chr6	129300873	129312860	ENSG00000196569	ENST00000421865.3	Intron
chr6	129313098	129314654	ENSG00000196569	ENST00000421865.3	Intron
chr6	129314799	129315475	ENSG00000196569	ENST00000421865.3	Intron
chr6	129315656	129315761	ENSG00000196569	ENST00000421865.3	Intron
chr6	129315951	129316037	ENSG00000196569	ENST00000421865.3	Intron
chr6	129316172	129320537	ENSG00000196569	ENST00000421865.3	Intron
chr6	129320656	129328277	ENSG00000196569	ENST00000421865.3	Intron
chr6	129328413	129342342	ENSG00000196569	ENST00000421865.3	Intron
chr6	129342468	129349297	ENSG00000196569	ENST00000421865.3	Intron
chr6	129349385	129353163	ENSG00000196569	ENST00000421865.3	Intron
chr6	129353358	129366218	ENSG00000196569	ENST00000421865.3	Intron
chr6	129366362	129369891	ENSG00000196569	ENST00000421865.3	Intron
chr6	129369991	129383121	ENSG00000196569	ENST00000421865.3	Intron
chr6	129383234	129391490	ENSG00000196569	ENST00000421865.3	Intron
chr6	129391654	129393044	ENSG00000196569	ENST00000421865.3	Intron
chr6	129393256	129401223	ENSG00000196569	ENST00000421865.3	Intron
chr6	129401341	129402323	ENSG00000196569	ENST00000421865.3	Intron
chr6	129402488	129403820	ENSG00000196569	ENST00000421865.3	Intron
chr6	129403960	129427751	ENSG00000196569	ENST00000421865.3	Intron
chr6	129427855	129438645	ENSG00000196569	ENST00000421865.3	Intron
chr6	129438763	129440815	ENSG00000196569	ENST00000421865.3	Intron
chr6	129440999	129443062	ENSG00000196569	ENST00000421865.3	Intron
chr6	129443069	129445666	ENSG00000196569	ENST00000421865.3	Intron
chr6	129445822	129452987	ENSG00000196569	ENST00000421865.3	Intron
chr6	129453132	129454154	ENSG00000196569	ENST00000421865.3	Intron
chr6	129454289	129456334	ENSG00000196569	ENST00000421865.3	Intron
chr6	129456495	129460199	ENSG00000196569	ENST00000421865.3	Intron
chr6	129460325	129464289	ENSG00000196569	ENST00000421865.3	Intron
chr6	129464453	129465144	ENSG00000196569	ENST00000421865.3	Intron
chr6	129465290	129473213	ENSG00000196569	ENST00000421865.3	Intron
chr6	129473353	129475389	ENSG00000196569	ENST00000421865.3	Intron
chr6	129475402	129478692	ENSG00000196569	ENST00000421865.3	Intron
chr6	129478814	129481262	ENSG00000196569	ENST00000421865.3	Intron
chr6	129481440	129486473	ENSG00000196569	ENST00000421865.3	Intron
chr6	129486623	129491900	ENSG00000196569	ENST00000421865.3	Intron
chr6	129492078	129492314	ENSG00000196569	ENST00000421865.3	Intron
chr6	129492484	129502658	ENSG00000196569	ENST00000421865.3	Intron
chr6	129502772	129503090	ENSG00000196569	ENST00000421865.3	Intron
chr6	129503281	129505199	ENSG00000196569	ENST00000421865.3	Intron
chr6	129505356	129507488	ENSG00000196569	ENST00000421865.3	Intron
chr6	129507643	129512362	ENSG00000196569	ENST00000421865.3	Intron
chr6	129512494	129514372	ENSG00000196569	ENST00000421865.3	Intron
chr6	129514596	129516189	ENSG00000196569	ENST00000421865.3	Intron
chr6	128882938	128883137	ENSG00000196569	ENST00000421865.3	CorePromoter
chr6	128878138	128882937	ENSG00000196569	ENST00000421865.3	ExtendedPromoter
chr1	115029861	115033361	ENSG00000134200	ENST00000256592.3	5primeUTRIntron
chr1	115033525	115033972	ENSG00000134200	ENST00000256592.3	Intron
chr1	115029626	115029825	ENSG00000134200	ENST00000256592.3	CorePromoter
chr1	115024826	115029625	ENSG00000134200	ENST00000256592.3	ExtendedPromoter
chr3	146070873	146071041	ENSG00000152952	ENST00000282903.10	intron
chr3	146071168	146071276	ENSG00000152952	ENST00000282903.10	intron
chr3	146071424	146072560	ENSG00000152952	ENST00000282903.10	intron
chr3	146072666	146073286	ENSG00000152952	ENST00000282903.10	intron
chr3	146073353	146076781	ENSG00000152952	ENST00000282903.10	intron
chr3	146076896	146077861	ENSG00000152952	ENST00000282903.10	intron
chr3	146077925	146079115	ENSG00000152952	ENST00000282903.10	intron
chr3	146079258	146081737	ENSG00000152952	ENST00000282903.10	intron
chr3	146081864	146085168	ENSG00000152952	ENST00000282903.10	intron
chr3	146085274	146086786	ENSG00000152952	ENST00000282903.10	intron
chr3	146086909	146088585	ENSG00000152952	ENST00000282903.10	intron
chr3	146088712	146091799	ENSG00000152952	ENST00000282903.10	intron
chr3	146091902	146102754	ENSG00000152952	ENST00000282903.10	intron
chr3	146102853	146104278	ENSG00000152952	ENST00000282903.10	intron
chr3	146104343	146106531	ENSG00000152952	ENST00000282903.10	intron
chr3	146106645	146110284	ENSG00000152952	ENST00000282903.10	intron
chr3	146110449	146121111	ENSG00000152952	ENST00000282903.10	intron
chr3	146121249	146124137	ENSG00000152952	ENST00000282903.10	intron
chr3	146124230	146160880	ENSG00000152952	ENST00000282903.10	intron
chr3	146161185	146161384	ENSG00000152952	ENST00000282903.10	CorePromoter
chr3	146161385	146166184	ENSG00000152952	ENST00000282903.10	ExtendedPromoter
chr15	89628787	89628975	ENSG00000166813	ENST00000394412.8	intron
chr15	89629123	89629374	ENSG00000166813	ENST00000394412.8	intron
chr15	89629574	89630286	ENSG00000166813	ENST00000394412.8	intron
chr15	89630494	89631494	ENSG00000166813	ENST00000394412.8	intron
chr15	89631711	89632819	ENSG00000166813	ENST00000394412.8	intron
chr15	89632997	89633140	ENSG00000166813	ENST00000394412.8	intron
chr15	89633267	89633685	ENSG00000166813	ENST00000394412.8	intron
chr15	89633884	89642202	ENSG00000166813	ENST00000394412.8	intron
chr15	89642406	89645012	ENSG00000166813	ENST00000394412.8	intron
chr15	89645166	89645335	ENSG00000166813	ENST00000394412.8	intron
chr15	89645452	89645892	ENSG00000166813	ENST00000394412.8	intron
chr15	89646027	89646829	ENSG00000166813	ENST00000394412.8	intron
chr15	89647058	89647595	ENSG00000166813	ENST00000394412.8	intron
chr15	89647713	89648254	ENSG00000166813	ENST00000394412.8	intron
chr15	89648775	89648973	ENSG00000166813	ENST00000394412.8	intron
chr15	89649368	89649740	ENSG00000166813	ENST00000394412.8	intron
chr15	89649942	89652602	ENSG00000166813	ENST00000394412.8	intron
chr15	89652955	89655398	ENSG00000166813	ENST00000394412.8	5primeUTRIntron
chr15	89655468	89655667	ENSG00000166813	ENST00000394412.8	CorePromoter
chr15	89655668	89660467	ENSG00000166813	ENST00000394412.8	ExtendedPromoter
chr2	201701890	201704121	ENSG00000003393	ENST00000264276.11	intron
chr2	201704219	201704453	ENSG00000003393	ENST00000264276.11	intron
chr2	201704604	201705138	ENSG00000003393	ENST00000264276.11	intron
chr2	201705201	201705415	ENSG00000003393	ENST00000264276.11	intron
chr2	201705462	201706845	ENSG00000003393	ENST00000264276.11	intron
chr2	201707023	201707868	ENSG00000003393	ENST00000264276.11	intron
chr2	201707992	201709880	ENSG00000003393	ENST00000264276.11	intron
chr2	201710039	201710990	ENSG00000003393	ENST00000264276.11	intron
chr2	201711109	201715671	ENSG00000003393	ENST00000264276.11	intron
chr2	201715840	201718076	ENSG00000003393	ENST00000264276.11	intron
chr2	201718211	201723042	ENSG00000003393	ENST00000264276.11	intron
chr2	201723121	201723329	ENSG00000003393	ENST00000264276.11	intron
chr2	201723442	201724294	ENSG00000003393	ENST00000264276.11	intron
chr2	201724460	201725355	ENSG00000003393	ENST00000264276.11	intron
chr2	201725455	201726483	ENSG00000003393	ENST00000264276.11	intron
chr2	201726550	201726663	ENSG00000003393	ENST00000264276.11	intron
chr2	201726867	201727211	ENSG00000003393	ENST00000264276.11	intron
chr2	201727279	201727704	ENSG00000003393	ENST00000264276.11	intron
chr2	201727776	201728511	ENSG00000003393	ENST00000264276.11	intron
chr2	201728641	201729051	ENSG00000003393	ENST00000264276.11	intron
chr2	201729184	201733275	ENSG00000003393	ENST00000264276.11	intron
chr2	201733439	201738669	ENSG00000003393	ENST00000264276.11	intron
chr2	201738736	201741673	ENSG00000003393	ENST00000264276.11	intron
chr2	201741855	201744257	ENSG00000003393	ENST00000264276.11	intron
chr2	201744430	201746565	ENSG00000003393	ENST00000264276.11	intron
chr2	201746749	201749711	ENSG00000003393	ENST00000264276.11	intron
chr2	201749790	201753145	ENSG00000003393	ENST00000264276.11	intron
chr2	201753243	201754502	ENSG00000003393	ENST00000264276.11	intron
chr2	201754672	201757401	ENSG00000003393	ENST00000264276.11	intron
chr2	201757760	201760880	ENSG00000003393	ENST00000264276.11	intron
chr2	201761819	201767228	ENSG00000003393	ENST00000264276.11	intron
chr2	201767384	201768865	ENSG00000003393	ENST00000264276.11	intron
chr2	201768946	201780876	ENSG00000003393	ENST00000264276.11	5primeUTRIntron
chr2	201780934	201781133	ENSG00000003393	ENST00000264276.11	CorePromoter
chr2	201781134	201785933	ENSG00000003393	ENST00000264276.11	ExtendedPromoter
chr8	144511556	144511680	ENSG00000160957	ENST00000617875.6	intron
chr8	144511790	144511910	ENSG00000160957	ENST00000617875.6	intron
chr8	144512068	144512143	ENSG00000160957	ENST00000617875.6	intron
chr8	144512325	144512391	ENSG00000160957	ENST00000617875.6	intron
chr8	144512562	144512641	ENSG00000160957	ENST00000617875.6	intron
chr8	144512772	144512846	ENSG00000160957	ENST00000617875.6	intron
chr8	144513139	144513217	ENSG00000160957	ENST00000617875.6	intron
chr8	144513481	144513570	ENSG00000160957	ENST00000617875.6	intron
chr8	144513713	144513927	ENSG00000160957	ENST00000617875.6	intron
chr8	144514108	144514188	ENSG00000160957	ENST00000617875.6	intron
chr8	144514363	144514441	ENSG00000160957	ENST00000617875.6	intron
chr8	144514526	144514935	ENSG00000160957	ENST00000617875.6	intron
chr8	144515073	144515149	ENSG00000160957	ENST00000617875.6	intron
chr8	144515243	144515325	ENSG00000160957	ENST00000617875.6	intron
chr8	144515458	144515763	ENSG00000160957	ENST00000617875.6	intron
chr8	144515891	144515987	ENSG00000160957	ENST00000617875.6	intron
chr8	144516765	144517049	ENSG00000160957	ENST00000617875.6	intron
chr8	144517191	144517413	ENSG00000160957	ENST00000617875.6	intron
chr8	144517509	144517601	ENSG00000160957	ENST00000617875.6	intron
chr8	144517636	144517700	ENSG00000160957	ENST00000617875.6	intron
chr8	144517834	144518033	ENSG00000160957	ENST00000617875.6	CorePromoter
chr8	144518034	144522833	ENSG00000160957	ENST00000617875.6	ExtendedPromoter
chr12	102402567	102419508	ENSG00000017427	ENST00000337514.11	intron
chr12	102419691	102475642	ENSG00000017427	ENST00000337514.11	intron
chr12	102475800	102480318	ENSG00000017427	ENST00000337514.11	intron
chr12	102480564	102480763	ENSG00000017427	ENST00000337514.11	CorePromoter
chr12	102480764	102485563	ENSG00000017427	ENST00000337514.11	ExtendedPromoter
chr5	177600261	177604178	ENSG00000027847	ENST00000029410.10	Intron
chr5	177604542	177607301	ENSG00000027847	ENST00000029410.10	Intron
chr5	177607528	177608538	ENSG00000027847	ENST00000029410.10	Intron
chr5	177608623	177608909	ENSG00000027847	ENST00000029410.10	Intron
chr5	177609015	177609539	ENSG00000027847	ENST00000029410.10	Intron
chr5	177599932	177600131	ENSG00000027847	ENST00000029410.10	CorePromoter
chr5	177595132	177599931	ENSG00000027847	ENST00000029410.10	ExtendedPromoter
chr12	80717565	80718357	ENSG00000111049	ENST00000228644.4	Intron
chr12	80718434	80718860	ENSG00000111049	ENST00000228644.4	Intron
chr12	80716712	80716911	ENSG00000111049	ENST00000228644.4	CorePromoter
chr12	80711912	80716711	ENSG00000111049	ENST00000228644.4	ExtendedPromoter
chr10	27812626	27860624	ENSG00000169126	ENST00000305242.10	intron
chr10	27860847	27862433	ENSG00000169126	ENST00000305242.10	intron
chr10	27862623	27907662	ENSG00000169126	ENST00000305242.10	intron
chr10	27907778	27935009	ENSG00000169126	ENST00000305242.10	intron
chr10	27935253	27936725	ENSG00000169126	ENST00000305242.10	intron
chr10	27936881	27939896	ENSG00000169126	ENST00000305242.10	intron
chr10	27940008	27940562	ENSG00000169126	ENST00000305242.10	intron
chr10	27940806	27944221	ENSG00000169126	ENST00000305242.10	intron
chr10	27944432	27944815	ENSG00000169126	ENST00000305242.10	intron
chr10	27944963	27961567	ENSG00000169126	ENST00000305242.10	intron
chr10	27961716	27968922	ENSG00000169126	ENST00000305242.10	intron
chr10	27969019	27971107	ENSG00000169126	ENST00000305242.10	intron
chr10	27971314	27981465	ENSG00000169126	ENST00000305242.10	intron
chr10	27981583	27983842	ENSG00000169126	ENST00000305242.10	intron
chr10	27983980	27984183	ENSG00000169126	ENST00000305242.10	intron
chr10	27984291	27985018	ENSG00000169126	ENST00000305242.10	intron
chr10	27985212	27987385	ENSG00000169126	ENST00000305242.10	intron
chr10	27987544	27994918	ENSG00000169126	ENST00000305242.10	intron
chr10	27995181	27998993	ENSG00000169126	ENST00000305242.10	5primeUTRIntron
chr10	27999080	27999279	ENSG00000169126	ENST00000305242.10	CorePromoter
chr10	27999280	28004079	ENSG00000169126	ENST00000305242.10	ExtendedPromoter
chr3	142449603	142453127	ENSG00000175054	ENST00000350721.9	intron
chr3	142453234	142457603	ENSG00000175054	ENST00000350721.9	intron
chr3	142457756	142458957	ENSG00000175054	ENST00000350721.9	intron
chr3	142459112	142459226	ENSG00000175054	ENST00000350721.9	intron
chr3	142459384	142461939	ENSG00000175054	ENST00000350721.9	intron
chr3	142462091	142465096	ENSG00000175054	ENST00000350721.9	intron
